"","tpr","fpr","tdr","shd","method","is_directed","subj","sim"
"62517",0,0,NA,5,"arges","undirected",26,18
"72517",0,0,NA,5,"arges","directed",26,18
"22617",1,0,1,0,"pc","undirected",27,18
"32617",0.8,0.1,0.666666666666667,2,"pc","directed",27,18
"42617",1,0,1,0,"ges","undirected",27,18
"52617",0.8,0.2,0.5,4,"ges","directed",27,18
"62617",0,0,NA,5,"arges","undirected",27,18
"72617",0,0,NA,5,"arges","directed",27,18
"22717",0.8,0.133333333333333,0.8,2,"pc","undirected",28,18
"32717",0.6,0.15,0.5,4,"pc","directed",28,18
"42717",0.8,0,1,1,"ges","undirected",28,18
"52717",0.8,0.2,0.5,5,"ges","directed",28,18
"62717",0,0,NA,5,"arges","undirected",28,18
"72717",0,0,NA,5,"arges","directed",28,18
"22817",1,0,1,0,"pc","undirected",29,18
"32817",0.8,0.05,0.8,1,"pc","directed",29,18
"42817",1,0,1,0,"ges","undirected",29,18
"52817",0.4,0.2,0.333333333333333,4,"ges","directed",29,18
"62817",0,0,NA,5,"arges","undirected",29,18
"72817",0,0,NA,5,"arges","directed",29,18
"22917",1,0,1,0,"pc","undirected",30,18
"32917",0.8,0.05,0.8,1,"pc","directed",30,18
"42917",0.8,0,1,1,"ges","undirected",30,18
"52917",0.8,0.1,0.666666666666667,3,"ges","directed",30,18
"62917",0.2,0,1,4,"arges","undirected",30,18
"72917",0.2,0.05,0.5,5,"arges","directed",30,18
"23017",0.8,0,1,1,"pc","undirected",31,18
"33017",0.8,0.2,0.5,5,"pc","directed",31,18
"43017",0.8,0,1,1,"ges","undirected",31,18
"53017",0.8,0.2,0.5,5,"ges","directed",31,18
"63017",0.2,0,1,4,"arges","undirected",31,18
"73017",0.2,0.05,0.5,5,"arges","directed",31,18
"23121",1,0,1,0,"pc","undirected",32,18
"33121",1,0.15,0.625,3,"pc","directed",32,18
"43121",1,0,1,0,"ges","undirected",32,18
"53121",1,0.15,0.625,3,"ges","directed",32,18
"63121",0,0,NA,5,"arges","undirected",32,18
"73121",0,0,NA,5,"arges","directed",32,18
"23219",1,0,1,0,"pc","undirected",33,18
"33219",1,0.15,0.625,3,"pc","directed",33,18
"43219",0.8,0.133333333333333,0.8,2,"ges","undirected",33,18
"53219",0.8,0.2,0.5,5,"ges","directed",33,18
"63219",0,0,NA,5,"arges","undirected",33,18
"73219",0,0,NA,5,"arges","directed",33,18
"23317",0.8,0,1,1,"pc","undirected",34,18
"33317",0.8,0,1,1,"pc","directed",34,18
"43317",0.8,0,1,1,"ges","undirected",34,18
"53317",0.8,0.1,0.666666666666667,3,"ges","directed",34,18
"63317",0,0,NA,5,"arges","undirected",34,18
"73317",0,0,NA,5,"arges","directed",34,18
"23417",0.8,0.133333333333333,0.8,2,"pc","undirected",35,18
"33417",0.4,0.15,0.4,4,"pc","directed",35,18
"43417",0.8,0,1,1,"ges","undirected",35,18
"53417",0.6,0.15,0.5,4,"ges","directed",35,18
"63417",0.2,0,1,4,"arges","undirected",35,18
"73417",0.2,0.05,0.5,5,"arges","directed",35,18
"23517",1,0,1,0,"pc","undirected",36,18
"33517",0.8,0.1,0.666666666666667,2,"pc","directed",36,18
"43517",1,0,1,0,"ges","undirected",36,18
"53517",1,0.15,0.625,3,"ges","directed",36,18
"63517",0,0,NA,5,"arges","undirected",36,18
"73517",0,0,NA,5,"arges","directed",36,18
"23617",1,0,1,0,"pc","undirected",37,18
"33617",0.8,0.1,0.666666666666667,2,"pc","directed",37,18
"43617",1,0.133333333333333,0.833333333333333,1,"ges","undirected",37,18
"53617",0.6,0.25,0.375,5,"ges","directed",37,18
"63617",0,0,NA,5,"arges","undirected",37,18
"73617",0,0,NA,5,"arges","directed",37,18
"23717",1,0,1,0,"pc","undirected",38,18
"33717",1,0.05,0.833333333333333,1,"pc","directed",38,18
"43717",1,0,1,0,"ges","undirected",38,18
"53717",1,0.15,0.625,3,"ges","directed",38,18
"63717",0,0,NA,5,"arges","undirected",38,18
"73717",0,0,NA,5,"arges","directed",38,18
"23817",1,0,1,0,"pc","undirected",39,18
"33817",1,0.15,0.625,3,"pc","directed",39,18
"43817",1,0,1,0,"ges","undirected",39,18
"53817",1,0.15,0.625,3,"ges","directed",39,18
"63817",0,0,NA,5,"arges","undirected",39,18
"73817",0,0,NA,5,"arges","directed",39,18
"23917",0.8,0,1,1,"pc","undirected",40,18
"33917",0.6,0.05,0.75,2,"pc","directed",40,18
"43917",0.8,0,1,1,"ges","undirected",40,18
"53917",0.6,0.15,0.5,4,"ges","directed",40,18
"63917",0,0,NA,5,"arges","undirected",40,18
"73917",0,0,NA,5,"arges","directed",40,18
"24017",1,0,1,0,"pc","undirected",41,18
"34017",1,0.15,0.625,3,"pc","directed",41,18
"44017",1,0,1,0,"ges","undirected",41,18
"54017",1,0.15,0.625,3,"ges","directed",41,18
"64017",0,0,NA,5,"arges","undirected",41,18
"74017",0,0,NA,5,"arges","directed",41,18
"24121",1,0,1,0,"pc","undirected",42,18
"34121",1,0.1,0.714285714285714,2,"pc","directed",42,18
"44121",1,0,1,0,"ges","undirected",42,18
"54121",0.8,0.2,0.5,4,"ges","directed",42,18
"64121",0.2,0,1,4,"arges","undirected",42,18
"74121",0.2,0.05,0.5,5,"arges","directed",42,18
"24219",1,0,1,0,"pc","undirected",43,18
"34219",1,0,1,0,"pc","directed",43,18
"44219",1,0,1,0,"ges","undirected",43,18
"54219",0.8,0.1,0.666666666666667,2,"ges","directed",43,18
"64219",0,0,NA,5,"arges","undirected",43,18
"74219",0,0,NA,5,"arges","directed",43,18
"24317",1,0.133333333333333,0.833333333333333,1,"pc","undirected",44,18
"34317",1,0.15,0.625,3,"pc","directed",44,18
"44317",1,0.133333333333333,0.833333333333333,1,"ges","undirected",44,18
"54317",1,0.2,0.555555555555556,4,"ges","directed",44,18
"64317",0.2,0.133333333333333,0.5,5,"arges","undirected",44,18
"74317",0.2,0.15,0.25,6,"arges","directed",44,18
"24417",1,0,1,0,"pc","undirected",45,18
"34417",0.8,0.05,0.8,1,"pc","directed",45,18
"44417",1,0,1,0,"ges","undirected",45,18
"54417",0.8,0.1,0.666666666666667,2,"ges","directed",45,18
"64417",0,0,NA,5,"arges","undirected",45,18
"74417",0,0,NA,5,"arges","directed",45,18
"24517",0.8,0,1,1,"pc","undirected",46,18
"34517",0.6,0.05,0.75,2,"pc","directed",46,18
"44517",0.8,0,1,1,"ges","undirected",46,18
"54517",0.8,0.2,0.5,5,"ges","directed",46,18
"64517",0,0,NA,5,"arges","undirected",46,18
"74517",0,0,NA,5,"arges","directed",46,18
"24617",1,0,1,0,"pc","undirected",47,18
"34617",0.8,0.15,0.571428571428571,3,"pc","directed",47,18
"44617",1,0,1,0,"ges","undirected",47,18
"54617",1,0.15,0.625,3,"ges","directed",47,18
"64617",0,0,NA,5,"arges","undirected",47,18
"74617",0,0,NA,5,"arges","directed",47,18
"24717",1,0,1,0,"pc","undirected",48,18
"34717",0.8,0.05,0.8,1,"pc","directed",48,18
"44717",1,0,1,0,"ges","undirected",48,18
"54717",0.8,0.2,0.5,4,"ges","directed",48,18
"64717",0,0,NA,5,"arges","undirected",48,18
"74717",0,0,NA,5,"arges","directed",48,18
"24817",0.8,0,1,1,"pc","undirected",49,18
"34817",0.6,0.05,0.75,2,"pc","directed",49,18
"44817",0.8,0,1,1,"ges","undirected",49,18
"54817",0.6,0.05,0.75,2,"ges","directed",49,18
"64817",0,0,NA,5,"arges","undirected",49,18
"74817",0,0,NA,5,"arges","directed",49,18
"24917",1,0,1,0,"pc","undirected",50,18
"34917",1,0.05,0.833333333333333,1,"pc","directed",50,18
"44917",1,0,1,0,"ges","undirected",50,18
"54917",1,0.15,0.625,3,"ges","directed",50,18
"64917",0,0,NA,5,"arges","undirected",50,18
"74917",0,0,NA,5,"arges","directed",50,18
"2500",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",1,19
"3500",0.8,0.25,0.444444444444444,5,"pc","directed",1,19
"4500",0.8,0.266666666666667,0.666666666666667,3,"ges","undirected",1,19
"5500",0.8,0.1,0.666666666666667,3,"ges","directed",1,19
"6500",0.2,0,1,4,"arges","undirected",1,19
"7500",0.2,0.05,0.5,5,"arges","directed",1,19
"21104",1,0.133333333333333,0.833333333333333,1,"pc","undirected",2,19
"31104",1,0.1,0.714285714285714,2,"pc","directed",2,19
"41104",1,0.4,0.625,3,"ges","undirected",2,19
"51104",0.8,0.3,0.4,6,"ges","directed",2,19
"61104",0.6,0.133333333333333,0.75,3,"arges","undirected",2,19
"71104",0.4,0.1,0.5,4,"arges","directed",2,19
"22102",1,0.133333333333333,0.833333333333333,1,"pc","undirected",3,19
"32102",1,0.2,0.555555555555556,4,"pc","directed",3,19
"42102",1,0.133333333333333,0.833333333333333,1,"ges","undirected",3,19
"52102",1,0.2,0.555555555555556,4,"ges","directed",3,19
"62102",0.8,0.133333333333333,0.8,2,"arges","undirected",3,19
"72102",0.8,0.3,0.4,6,"arges","directed",3,19
"23102",1,0.133333333333333,0.833333333333333,1,"pc","undirected",4,19
"33102",0.8,0.15,0.571428571428571,3,"pc","directed",4,19
"43102",1,0.133333333333333,0.833333333333333,1,"ges","undirected",4,19
"53102",1,0.25,0.5,4,"ges","directed",4,19
"63102",0.8,0.133333333333333,0.8,2,"arges","undirected",4,19
"73102",0.8,0.3,0.4,6,"arges","directed",4,19
"24102",1,0.4,0.625,3,"pc","undirected",5,19
"34102",0.6,0.35,0.3,6,"pc","directed",5,19
"44102",1,0.4,0.625,3,"ges","undirected",5,19
"54102",0.6,0.5,0.230769230769231,8,"ges","directed",5,19
"64102",0.2,0,1,4,"arges","undirected",5,19
"74102",0.2,0.05,0.5,5,"arges","directed",5,19
"2522",1,0.266666666666667,0.714285714285714,2,"pc","undirected",6,19
"3522",0.8,0.15,0.571428571428571,3,"pc","directed",6,19
"4522",1,0.266666666666667,0.714285714285714,2,"ges","undirected",6,19
"5522",0.8,0.25,0.444444444444444,5,"ges","directed",6,19
"6522",0.2,0,1,4,"arges","undirected",6,19
"7522",0.2,0.05,0.5,5,"arges","directed",6,19
"2620",1,0.133333333333333,0.833333333333333,1,"pc","undirected",7,19
"3620",0.6,0.15,0.5,3,"pc","directed",7,19
"4620",1,0.133333333333333,0.833333333333333,1,"ges","undirected",7,19
"5620",0.6,0.15,0.5,3,"ges","directed",7,19
"6620",0,0,NA,5,"arges","undirected",7,19
"7620",0,0,NA,5,"arges","directed",7,19
"2718",1,0.133333333333333,0.833333333333333,1,"pc","undirected",8,19
"3718",1,0.2,0.555555555555556,4,"pc","directed",8,19
"4718",1,0,1,0,"ges","undirected",8,19
"5718",1,0.15,0.625,3,"ges","directed",8,19
"6718",1,0,1,0,"arges","undirected",8,19
"7718",1,0.15,0.625,3,"arges","directed",8,19
"2818",1,0.133333333333333,0.833333333333333,1,"pc","undirected",9,19
"3818",0.8,0.1,0.666666666666667,2,"pc","directed",9,19
"4818",1,0.4,0.625,3,"ges","undirected",9,19
"5818",0.8,0.2,0.5,4,"ges","directed",9,19
"6818",0,0,NA,5,"arges","undirected",9,19
"7818",0,0,NA,5,"arges","directed",9,19
"2918",1,0.133333333333333,0.833333333333333,1,"pc","undirected",10,19
"3918",1,0.05,0.833333333333333,1,"pc","directed",10,19
"4918",1,0.266666666666667,0.714285714285714,2,"ges","undirected",10,19
"5918",0.6,0.3,0.333333333333333,6,"ges","directed",10,19
"6918",0,0,NA,5,"arges","undirected",10,19
"7918",0,0,NA,5,"arges","directed",10,19
"21018",1,0.133333333333333,0.833333333333333,1,"pc","undirected",11,19
"31018",0.4,0.25,0.285714285714286,5,"pc","directed",11,19
"41018",1,0.133333333333333,0.833333333333333,1,"ges","undirected",11,19
"51018",0.4,0.3,0.25,6,"ges","directed",11,19
"61018",0,0,NA,5,"arges","undirected",11,19
"71018",0,0,NA,5,"arges","directed",11,19
"21122",1,0,1,0,"pc","undirected",12,19
"31122",0.8,0.1,0.666666666666667,2,"pc","directed",12,19
"41122",1,0.266666666666667,0.714285714285714,2,"ges","undirected",12,19
"51122",0.6,0.3,0.333333333333333,5,"ges","directed",12,19
"61122",0,0,NA,5,"arges","undirected",12,19
"71122",0,0,NA,5,"arges","directed",12,19
"21220",1,0.266666666666667,0.714285714285714,2,"pc","undirected",13,19
"31220",0.8,0.15,0.571428571428571,3,"pc","directed",13,19
"41220",1,0.266666666666667,0.714285714285714,2,"ges","undirected",13,19
"51220",0.6,0.2,0.428571428571429,4,"ges","directed",13,19
"61220",0.2,0,1,4,"arges","undirected",13,19
"71220",0.2,0.05,0.5,5,"arges","directed",13,19
"21318",1,0,1,0,"pc","undirected",14,19
"31318",0.8,0.05,0.8,1,"pc","directed",14,19
"41318",1,0.133333333333333,0.833333333333333,1,"ges","undirected",14,19
"51318",0.8,0.15,0.571428571428571,3,"ges","directed",14,19
"61318",0,0,NA,5,"arges","undirected",14,19
"71318",0,0,NA,5,"arges","directed",14,19
"21418",1,0.133333333333333,0.833333333333333,1,"pc","undirected",15,19
"31418",0.8,0.1,0.666666666666667,2,"pc","directed",15,19
"41418",1,0.133333333333333,0.833333333333333,1,"ges","undirected",15,19
"51418",0.8,0.1,0.666666666666667,2,"ges","directed",15,19
"61418",0.4,0,1,3,"arges","undirected",15,19
"71418",0.4,0.1,0.5,5,"arges","directed",15,19
"21518",1,0.133333333333333,0.833333333333333,1,"pc","undirected",16,19
"31518",0.8,0.1,0.666666666666667,2,"pc","directed",16,19
"41518",1,0.133333333333333,0.833333333333333,1,"ges","undirected",16,19
"51518",1,0.2,0.555555555555556,4,"ges","directed",16,19
"61518",0.2,0,1,4,"arges","undirected",16,19
"71518",0.2,0.05,0.5,5,"arges","directed",16,19
"21618",1,0.4,0.625,3,"pc","undirected",17,19
"31618",0.6,0.25,0.375,5,"pc","directed",17,19
"41618",1,0.4,0.625,3,"ges","undirected",17,19
"51618",0.6,0.35,0.3,7,"ges","directed",17,19
"61618",0.2,0,1,4,"arges","undirected",17,19
"71618",0.2,0.05,0.5,5,"arges","directed",17,19
"21718",1,0.266666666666667,0.714285714285714,2,"pc","undirected",18,19
"31718",0.6,0.2,0.428571428571429,4,"pc","directed",18,19
"41718",1,0.266666666666667,0.714285714285714,2,"ges","undirected",18,19
"51718",0.8,0.25,0.444444444444444,4,"ges","directed",18,19
"61718",0.2,0,1,4,"arges","undirected",18,19
"71718",0.2,0.05,0.5,5,"arges","directed",18,19
"21818",1,0.133333333333333,0.833333333333333,1,"pc","undirected",19,19
"31818",0.8,0.15,0.571428571428571,3,"pc","directed",19,19
"41818",1,0.133333333333333,0.833333333333333,1,"ges","undirected",19,19
"51818",1,0.15,0.625,3,"ges","directed",19,19
"61818",0.2,0,1,4,"arges","undirected",19,19
"71818",0.2,0.05,0.5,5,"arges","directed",19,19
"21918",1,0.4,0.625,3,"pc","undirected",20,19
"31918",0.8,0.2,0.5,4,"pc","directed",20,19
"41918",1,0.4,0.625,3,"ges","undirected",20,19
"51918",0.6,0.45,0.25,8,"ges","directed",20,19
"61918",0,0,NA,5,"arges","undirected",20,19
"71918",0,0,NA,5,"arges","directed",20,19
"22018",1,0.266666666666667,0.714285714285714,2,"pc","undirected",21,19
"32018",0.8,0.15,0.571428571428571,3,"pc","directed",21,19
"42018",1,0.4,0.625,3,"ges","undirected",21,19
"52018",0.8,0.3,0.4,5,"ges","directed",21,19
"62018",0.4,0,1,3,"arges","undirected",21,19
"72018",0.4,0.1,0.5,5,"arges","directed",21,19
"22122",1,0.266666666666667,0.714285714285714,2,"pc","undirected",22,19
"32122",0.8,0.25,0.444444444444444,5,"pc","directed",22,19
"42122",1,0,1,0,"ges","undirected",22,19
"52122",1,0.15,0.625,3,"ges","directed",22,19
"62122",0.6,0,1,2,"arges","undirected",22,19
"72122",0.6,0.15,0.5,5,"arges","directed",22,19
"22220",1,0.266666666666667,0.714285714285714,2,"pc","undirected",23,19
"32220",0.8,0.15,0.571428571428571,3,"pc","directed",23,19
"42220",1,0.4,0.625,3,"ges","undirected",23,19
"52220",0.8,0.3,0.4,5,"ges","directed",23,19
"62220",0.2,0,1,4,"arges","undirected",23,19
"72220",0.2,0.05,0.5,5,"arges","directed",23,19
"22318",1,0.4,0.625,3,"pc","undirected",24,19
"32318",0.8,0.2,0.5,4,"pc","directed",24,19
"42318",1,0.266666666666667,0.714285714285714,2,"ges","undirected",24,19
"52318",0.8,0.3,0.4,6,"ges","directed",24,19
"62318",0,0,NA,5,"arges","undirected",24,19
"72318",0,0,NA,5,"arges","directed",24,19
"22418",1,0.133333333333333,0.833333333333333,1,"pc","undirected",25,19
"32418",1,0.1,0.714285714285714,2,"pc","directed",25,19
"42418",1,0,1,0,"ges","undirected",25,19
"52418",1,0.15,0.625,3,"ges","directed",25,19
"62418",0.6,0,1,2,"arges","undirected",25,19
"72418",0.6,0.15,0.5,5,"arges","directed",25,19
"22518",1,0.133333333333333,0.833333333333333,1,"pc","undirected",26,19
"32518",0.4,0.2,0.333333333333333,4,"pc","directed",26,19
"42518",1,0.266666666666667,0.714285714285714,2,"ges","undirected",26,19
"52518",0.8,0.15,0.571428571428571,3,"ges","directed",26,19
"62518",0.2,0,1,4,"arges","undirected",26,19
"72518",0.2,0.05,0.5,5,"arges","directed",26,19
"22618",1,0.133333333333333,0.833333333333333,1,"pc","undirected",27,19
"32618",0.8,0.15,0.571428571428571,3,"pc","directed",27,19
"42618",1,0.133333333333333,0.833333333333333,1,"ges","undirected",27,19
"52618",0.8,0.15,0.571428571428571,3,"ges","directed",27,19
"62618",0,0,NA,5,"arges","undirected",27,19
"72618",0,0,NA,5,"arges","directed",27,19
"22718",1,0.266666666666667,0.714285714285714,2,"pc","undirected",28,19
"32718",0.8,0.15,0.571428571428571,3,"pc","directed",28,19
"42718",1,0.266666666666667,0.714285714285714,2,"ges","undirected",28,19
"52718",1,0.2,0.555555555555556,4,"ges","directed",28,19
"62718",0.4,0,1,3,"arges","undirected",28,19
"72718",0.4,0.1,0.5,5,"arges","directed",28,19
"22818",1,0.266666666666667,0.714285714285714,2,"pc","undirected",29,19
"32818",0.6,0.2,0.428571428571429,4,"pc","directed",29,19
"42818",1,0,1,0,"ges","undirected",29,19
"52818",1,0.15,0.625,3,"ges","directed",29,19
"62818",0.8,0.133333333333333,0.8,2,"arges","undirected",29,19
"72818",0.8,0.3,0.4,6,"arges","directed",29,19
"22918",1,0.133333333333333,0.833333333333333,1,"pc","undirected",30,19
"32918",1,0.2,0.555555555555556,4,"pc","directed",30,19
"42918",1,0.133333333333333,0.833333333333333,1,"ges","undirected",30,19
"52918",1,0.2,0.555555555555556,4,"ges","directed",30,19
"62918",0.2,0,1,4,"arges","undirected",30,19
"72918",0.2,0.05,0.5,5,"arges","directed",30,19
"23018",1,0,1,0,"pc","undirected",31,19
"33018",1,0.25,0.5,5,"pc","directed",31,19
"43018",1,0.133333333333333,0.833333333333333,1,"ges","undirected",31,19
"53018",1,0.15,0.625,3,"ges","directed",31,19
"63018",0.2,0,1,4,"arges","undirected",31,19
"73018",0.2,0.05,0.5,5,"arges","directed",31,19
"23122",1,0.266666666666667,0.714285714285714,2,"pc","undirected",32,19
"33122",0.8,0.2,0.5,4,"pc","directed",32,19
"43122",1,0.133333333333333,0.833333333333333,1,"ges","undirected",32,19
"53122",1,0.2,0.555555555555556,4,"ges","directed",32,19
"63122",0.2,0,1,4,"arges","undirected",32,19
"73122",0.2,0.05,0.5,5,"arges","directed",32,19
"23220",1,0.4,0.625,3,"pc","undirected",33,19
"33220",0.8,0.2,0.5,4,"pc","directed",33,19
"43220",1,0.266666666666667,0.714285714285714,2,"ges","undirected",33,19
"53220",0.4,0.35,0.222222222222222,6,"ges","directed",33,19
"63220",0.6,0,1,2,"arges","undirected",33,19
"73220",0.6,0.15,0.5,5,"arges","directed",33,19
"23318",1,0.266666666666667,0.714285714285714,2,"pc","undirected",34,19
"33318",0.6,0.3,0.333333333333333,6,"pc","directed",34,19
"43318",1,0.266666666666667,0.714285714285714,2,"ges","undirected",34,19
"53318",0.6,0.4,0.272727272727273,7,"ges","directed",34,19
"63318",0,0,NA,5,"arges","undirected",34,19
"73318",0,0,NA,5,"arges","directed",34,19
"23418",1,0.266666666666667,0.714285714285714,2,"pc","undirected",35,19
"33418",1,0.25,0.5,4,"pc","directed",35,19
"43418",1,0.133333333333333,0.833333333333333,1,"ges","undirected",35,19
"53418",1,0.25,0.5,4,"ges","directed",35,19
"63418",0,0,NA,5,"arges","undirected",35,19
"73418",0,0,NA,5,"arges","directed",35,19
"23518",1,0,1,0,"pc","undirected",36,19
"33518",1,0.15,0.625,3,"pc","directed",36,19
"43518",1,0.266666666666667,0.714285714285714,2,"ges","undirected",36,19
"53518",1,0.2,0.555555555555556,4,"ges","directed",36,19
"63518",0,0,NA,5,"arges","undirected",36,19
"73518",0,0,NA,5,"arges","directed",36,19
"23618",1,0.133333333333333,0.833333333333333,1,"pc","undirected",37,19
"33618",0.8,0.1,0.666666666666667,2,"pc","directed",37,19
"43618",1,0.266666666666667,0.714285714285714,2,"ges","undirected",37,19
"53618",0.8,0.15,0.571428571428571,3,"ges","directed",37,19
"63618",0.6,0,1,2,"arges","undirected",37,19
"73618",0.6,0.15,0.5,5,"arges","directed",37,19
